Code,Nome,Nome fantasia,Governança
CPCC,COMPANHIA DE PARTICIPACOES EM CONCESSOES,CIA PART CON,-
MTBA,COMPANHIA DO METRO DA BAHIA,METRODABAHIA,-
MTRO,COMPANHIA DO METROPOLITANO DE SAO PAULO - METRO,METRO-SP,-
CNDS,COMPANHIA ENERGETICA CANDEIAS,ENERGCANDEIA,-
KNOA,COMPANHIA ENERGÉTICA CANOAS,ENERG CANOAS,-
CEJA,COMPANHIA ENERGETICA DO JARI - CEJA,CEJA,-
ENJG,COMPANHIA ENERGETICA JAGUARA.,JAGUARA,-
ENMI,COMPANHIA ENERGETICA MIRANDA,MIRANDA,-
PTGR,COMPANHIA ENERGETICA POTIGUAR,POTIGUAR,-
CSNP,COMPANHIA ENERGETICA SINOP S.A.,SINOPENERG,-
CFLO,COMPANHIA FORCA E LUZ DO OESTE,LUZDOOESTE,-
CPJG,COMPANHIA JAGUARI DE ENERGIA,CIAJAGUARI,-
LIGN,COMPANHIA LIGNA DE INVESTIMENTOS,CIALIGNA,-
CMNP,COMPANHIA MELHORAMENTOS NORTE DO PARANA,CIAPARANA,-
CMPD,COMPANHIA METALURGICA PRADA,METAL PRADA,-
MTRN,COMPANHIA METRO NORTE,METRONORTE,-
CPNA,COMPANHIA NACIONAL DE ALCOOL,CIAALCOOL,-
CNCC,COMPANHIA NACIONAL DE CIMENTO - CNC,CIMENTO NAC,-
NEEC,COMPANHIA NACIONAL DE ENERGIA ELETRICA,COMPNACIONAL,-
CNQB,COMPANHIA NITRO QUÍMICA BRASILEIRA,CIANITROQUIM,-
CPGS,COMPANHIA PARANAENSE DE GAS COMPAGAS,COMPAGAS,-
RPAY,Companhia Sec. de Cred. Fin. VERT-Recargapay,RECARGAPAYVE,-
VCP7,COMPANHIA SEC. DE CRED. IMOB. VERT-7,VERT-7,-
GYRA,COMPANHIA SEC. DE CREDITOS FINANCEIROS VERT-GYRA,VERTGYRA,-
CVRT,COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS V,VERT FINTECH,-
NEXO,COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS V,VERT-NEXOOS,-
VOLC,COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS V,COMSECREDFIN,-
CFVT,COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS V,COMPANHIASEC,-
VUME,COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS V,COMPSECURIT,-
VEEX,COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS V,VERTPARCELEX,-
IOUU,COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS V,COMPANHIA SE,-
SULD,COMPANHIA SULAMERICANA DE DISTRIBUIÇÃO,SULAMERICANA,-
TRSR,COMPANHIA TRANSIRAPE DE TRANSMISSAO,TRANSIRAPE,-
TRLT,COMPANHIA TRANSLESTE DE TRANSMISSAO,TRANSLESTE,-
TRSU,COMPANHIA TRANSUDESTE DE TRANSMISSAO,TRANSUDESTE,-
UTRG,COMPANHIA ULTRAGAZ S A,ULTRAGAZ,-
PASS,COMPASS GAS E ENERGIA S.A.,COMPASS,-
MACN,COMPLEXO MARACANA ENTRETENIMENTO S.A.,MARACANA,-
CXER,COMPLEXO MORRINHOS ENERGIAS RENOVAVEIS S.A.,MORRINHOSENE,-
CPOR,COMPORTE PARTICIPACOES S.A.,COMPORTEPART,-
CCNS,CONASA COMPANHIA NACIONAL SANEAMENTO,CONASA COMPA,-
CNSA,CONASA SPE S.A.,CONASA,-
RPTA,CONC AUTO RAPOSO TAVARES S.A.,CONC RAPOSO,-
AGRU,CONC DO AEROPORTO INTERNACIONAL DE GUARULHOS S.A.,GRUAIRPORT,-
ECOV,CONC ECOVIAS IMIGRANTES S.A.,ECOVIAS,-
CRTE,CONC RIO-TERESOPOLIS S.A.,CONC RIO TER,-
ASCP,CONC ROD AYRTON SENNA E CARV PINTO S.A.-ECOPISTAS,ECOPISTAS,-
RDVT,CONC RODOVIAS DO TIETÊ S.A.,ROD TIETE,-
CRBD,CONC ROTA DAS BANDEIRAS S.A.,RT BANDEIRAS,-
ANHB,CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN,AUTOBAN,-
FUNE,CONC. DE CEMITERIOS E SERV. FUNERARIOS SPE SA,FUNERARIASPE,-
MTRJ,CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.,CMTRJ,-
CAJS,CONCESSIONÁRIA ÁGUAS DE JUTURNAÍBA S.A.,JUTURNAÍBASA,-
ALLA,CONCESSIONARIA ALLEGRA PACAEMBU SPE S/A,ALLEGRA PACA,-
CBHN,CONCESSIONARIA BAHIA NORTE S/A,BAHIANORTE,-
CBCS,CONCESSIONÁRIA BLOCO CENTRAL S.A.,CONCESSBCENT,-
CBSS,CONCESSIONÁRIA BLOCO SUL S.A.,CONCESSBLOCO,-
CLMS,CONCESSIONARIA DA LINHA 15 DO METRO DE SAO PAULO S,LINHA15METRO,-
CNLM,CONCESSIONARIA DA LINHA 4 DO METRO DE SAO PAULO SA,LINHA4,-
RDLA,CONCESSIONARIA DA RODOVIA DOS LAGOS S/A,RODLAGOS,-
RDVI,CONCESSIONARIA DA RODOVIA MG-050 S.A.,RODOV MG-050,-
CNRD,CONCESSIONÁRIA DA RODOVIA MS-306 S.A.,ROD MS-306,-
LMSP,CONCESSIONARIA DAS LINHAS 5 E 17 DO METRO DE SP SA,METROSAOPAUL,-
CLTM,CONCESSIONÁRIA DAS LINHAS 8 E 9 DO SISTEMA DE TREN,CONCESSIONÁR,-
RLMS,CONCESSIONÁRIA DAS RODOVIAS DO LESTE MS S.A.,CRLESTE MS,-
ISUL,CONCESSIONÁRIA DAS RODOVIAS INTEGRADAS DO SUL S.A.,RODSUL,-
ARAJ,CONCESSIONÁRIA DE ILUMINAÇÃO PÚBLICA CONECTA ARACA,CONCESSIONÁR,-
TANA,CONCESSIONÁRIA DE ILUMINAÇÃO PÚBLICA CONECTA FEIRA,TANCONCESS,-
IVIA,CONCESSIONARIA DE RODOVIAS DO INTERIOR PAULISTA SA,RODPAULISTA,-
CRNP,CONCESSIONARIA DE RODOVIAS NOROESTE PAULISTA S.A.,CR NOROESTE,-
RGRA,CONCESSIONÁRIA DE RODOVIAS ROTA DOS GRÃOS S.A,ROTADOSGRAOS,-
CSAA,CONCESSIONÁRIA DE SANEAMENTO DO AMAPÁ SPE S.A.,CONCSANEAMEN,-
CAPP,CONCESSIONARIA DO AEROPORTO DA PAMPULHA S.A.,AEROPAMPULHA,-
CAIF,CONCESSIONARIA DO AEROPORTO INTERNACIONAL DE FLORI,FLORIANOPOLI,-
RDOE,CONCESSIONARIA DO RODOANEL OESTE S/A,CONCESRODOES,-
CSRR,CONCESSIONÁRIA DO SISTEMA RODOVIÁRIO RIO - SP,CONCRIOSP,-
AEAM,CONCESSIONARIA DOS AEROPORTOS DA AMAZONIA S/A,CONCESSAEROP,-
ECVM,CONCESSIONARIA ECOVIA CAMINHO DO MAR S/A,CONCESSIONAR,-
ECAR,CONCESSIONARIA ECOVIAS DO ARAGUAIA S.A.,ECAR,-
ECER,CONCESSIONÁRIA ECOVIAS DO CERRADO S.A.,CONCECOVIAS,-
LNUV,CONCESSIONÁRIA LINHA UNIVERSIDADE S.A,LINHA UNI SA,-
CMSP,CONCESSIONARIA MOVE SAO PAULO S.A.,MOVESP,-
ECPN,CONCESSIONARIA PONTE RIO-NITEROI S/A - ECOPONTE,ECOPONTE,-
RODT,CONCESSIONARIA RODOVIA DOS TAMOIOS S.A.,RODOVIATAMOI,-
CRCF,CONCESSIONARIA RODOVIAS DO CAFE SPE,CRCAFE SPE,-
RDSM,CONCESSIONÁRIA RODOVIAS DO SUL DE MINAS SPE S.A.,CR SUL MINAS,-
CRTR,CONCESSIONARIA RODOVIAS DO TRIANGULO SPE S.A.,RODTRIANG,-
CSSA,CONCESSIONARIA ROTA DE SANTA MARIA S.A.,CONCESS ROTA,-
RATL,CONCESSIONARIA ROTA DO ATLANTICO S.A.,ATLANTICO,-
RTCQ,CONCESSIONÁRIA ROTA DOS COQUEIROS S.A.,CONCESROTA D,-
SPMA,CONCESSIONARIA SPMAR S.A,SPMAR,-
CTOL,CONCESSIONARIA VIARIO S.A.,VIARIO,-
CVLT,CONCESSIONARIA VLT CARIOCA S.A.,CVLT CARIOCA,-
CNSC,CONDOR SUPER CENTER LTDA,CONDORSUPERC,-
CCTC,CONDUCTOR TECNOLOGIA S.A.,CONDUCTORTEC,-
CONE,CONE S.A.,CONE,-
CONF,CONFLUENCIA ENERGIA S/A,CONFLUENCIAE,-
CNSG,CONSAG ENGENHARIA S.A.,CONSAG,-
ODER,CONSERVAS ODERICH S.A.,ODERICH,-
CSCF,CONSIGNADOS I COMPANHIA SECURITIZADORA DE CREDITOS,CONSIGNADOS,-
CCCC,CONSTRUCOES E COMERCIO CAMARGO CORREA S/A,CCCAMARGOCOR,-
TRIU,CONSTRUTORA TRIUNFO S.A.,TRIUNFOSA,-
CALI,CONSTRUTORA ADOLPHO LINDENBERG S.A.,CONST A LIND,-
ATMM,CONSTRUTORA ATERPA S/A,ATERPA,-
BAME,CONSTRUTORA BARBOSA MELLO S.A.,BARBOSAMELLO,-
CBRL,CONSTRUTORA CENTRAL DO BRASIL S/A,CONSTR BRA,-
CQGV,CONSTRUTORA QUEIROZ GALVAO S/A,CONSTRUTORAG,-
TEND,CONSTRUTORA TENDA S.A.,TENDA,NM
CTCP,CONTE CAPITAL S.A.,CONTECAPITAL,-
CSTI,CONTINUY SERVIÇOS EM TECNOLOGIA DA INFORMAÇÃO S.A.,CONTINUYSERV,-
COLE,CONTROL CONSTRUCOES S.A,CONTROL,-
CVCN,CONVICON CONTEINERES DE VILA DO CONDE S/A,CONVICON,-
CCSP,COOPERATIVA DOS PLANTADORES DE CANA DO ESTADO DE S,COOP PLANTA,-
CGEP,COPACABANA GERACAO DE ENERGIA E PARTICIPACOES S.A.,COPACABANA,-
CDGS,COPAGAZ DISTRIBUIDORA DE GÁS S.A.,COPAGAZ DIST,-
CPPA,COPAPA COMPANHIA PADUANA DE PAPEIS,COPAPACOMPAN,-
CPLD,COPEL DISTRIBUICAO S/A,COPELSA,-
CPGT,COPEL GERAÇÃO E TRANSMISSÃO S.A.,COPEL G T SA,-
CPEL,COPEL SERVICOS S.A.,COPEL SERV,-
CRII,COREMAS HOLDING II S.A.,COREMAS II,-
CORE,COREMAS HOLDING S/A,COREMAS HOLD,-
CTEP,CORPOREOS SERVICOS TERAPEUTICOS SA,CORPOREOS,-
CSPS,CORPSERVICES PARTICIPACOES E SERVICOS LTDA.,CORPSERVICES,-
CLII,CORREDOR LOGÍSTICA E INFRAESTRUTURA S.A.,CORREDOR LOG,-
CRUM,CORUMBA CONCESSOES S.A.,CORUMBA,-
CSAN,COSAN S.A.,COSAN,NM
CTMS,COTEMINAS S.A.,COTEMINASSA,-
COTV,COTIA VITORIA SERVICOS E COMERCIO S.A.,COTIAVITORIA,-
CPFC,CPFL COMERCIALIZACAO BRASIL S/A,CPFLCOMERCBR,-
CPCE,CPFL COMERCIALIZAÇÃO DE ENERGIA CONE SUL LTDA.,CPFL CONESUL,-
CPFE,CPFL ENERGIA S.A.,CPFL ENERGIA,NM
CPRE,CPFL ENERGIAS RENOVÁVEIS S.A.,CPFL RENOVAV,-
CPFG,CPFL GERACAO DE ENERGIA S.A.,CPFL GERACAO,-
CPFS,CPFL SERVICOS EQUIPAMENTOS INDUSTRIA E COMERCIO SA,CPFL,-
EEEL,CPFL TRANSMISSÃO S.A.,CEEE-T,-
CPMS,CPM BRAXIS S.A.,CPM,-
CPQB,CPQ BRASIL S/A,CPQBRASIL,-
CPXD,CPX DISTRIBUIDORA S.A.,CPX DISTRIBU,-
CDTA,CREDITA S/A CREDITO FINANCIAMENTO E INVESTIMENTO,CREDITACFI,-
CRED,CREDZ ADMINISTRADORA DE CARTOES S.A.,CREDZ,-
CREM,CREMER S.A.,CREMER,-
CRMX,CROMEX S/A,CROMEX,-
CRSM,CROMOSSOMO PARTICIPACOES III S/A,CROMOSSOMOII,-
CSED,CRUZEIRO DO SUL EDUCACIONAL S.A.,CRUZEIRO EDU,NM
CRUE,CRUZEIRO ESPORTE CLUBE - SOCIEDADE ANONIMA DE FUTE,CRUZEIRO ESP,-
RIGR,CRVR - RIOGRANDENSE VALORIZACAO DE RESIDUOS S.A,CRVRRIOGRAND,-
CSBN,CS BIOENERGIA S.A.,CSBIO,-
CSFR,CS BRASIL FROTAS LTDA,CSBRASILFROT,-
CSHO,CS BRASIL HOLDING E LOCACAO S.A.,CSBRASILHOLD,-
CSBR,CS BRASIL PARTICIPAÇÕES E LOCAÇÕES LTDA.,CS BR PARTIC,-
CSBT,CS BRASIL TRANSP PASSAGEIROS SERV AMBIENTAIS LTDA,CS BR TRANSP,-
CSIX,CSIXERS HOLDING S.A.,CSIXERS HOLD,-
CSNS,CSN CIMENTOS S.A.,CSNCIMENTOS,-
CMIN,CSN MINERAÇÃO S.A.,CSNMINERACAO,N2
CSUD,CSU DIGITAL S.A.,CSU DIGITAL,NM
CTCA,CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.,CTC S.A.,MA
TRPL,CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA,TRAN PAULIST,N1
INGL,CULTURA INGLESA IDIOMAS S/A.,CULTURAINGLE,-
BRCU,CURA CENTRO DE ULTRASSONOGRAFIA E RADIOLOGIA S.A,CURA,-
CURY,CURY CONSTRUTORA E INCORPORADORA S.A.,CURY S/A,NM
CUTI,CUTIA EMPREENDIMENTOS EOLICOS S.A.,CUTIA,-
CVCB,CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.,CVC BRASIL,NM
LLBI,CVLB BRASIL S.A.,LE BISCUIT,-
CYRE,CYRELA BRAZIL REALTY S.A.EMPREEND E PART,CYRELA REALT,NM
DMVF,D1000 VAREJO FARMA PARTICIPAÇÕES S.A.,D1000VFARMA,NM
DMTA,DA MATA S.A.  AÇÚCAR E ÁLCOOL,DA MATA S.A,-
DB3S,DB3 SERVICOS DE TELECOMUNICACOES S.A,DB3 TELECOM,-
DCEL,DCELT DISTRIBUIDORA CATARINENSE DE ENERGIA ELETRIC,DCELT,-
DELG,DELGA INDUSTRIA E COMERCIO S/A,DELGA,-
DCHO,DELIVERY CENTER HOLDING S.A.,DELIVERY CEN,-
PTMI,DELTA 2 ENERGIA S.A.,POTAMIENERGI,-
DENG,DELTA 5 ENERGIA S.A.,DELTA5,-
DESA,DELTA 6 ENERGIA S.A.,DELTA6,-
DETA,DELTA 7 ENERGIA S.A.,DELTA 7,-
DEET,DELTA 8 ENERGIA S.A.,DELTA 8,-
DENE,DELTA ENERGIA USFV 3L SPE LTDA,DELTA USFV,-
SRGI,DELTA SUCROENERGIA S/A,DELTA SUCRO,-
DUTI,DELTASUL UTILIDADES LTDA,DELTASULUTIL,-
DESK,DESKTOP S.A.,DESKTOP,NM
DBSA,DEUTSCHE BANK S/A - BANCO ALEMAO,DEUTSCHEBM,-
DXCO,DEXCO S.A.,DEXCO,NM
DEXP,DEXXOS PARTICIPACOES S.A.,DEXXOS PAR,N1
DGBL,DGB LOGISTICA DISTRIBUICAO GEOGRAFICA DO BRASIL S.,DGBGEO,-
DASA,DIAGNOSTICOS DA AMERICA S.A.,DASA,NM
DALG,DIÁLOGO ENGENHARIA E CONSTRUÇÃO S.A.,DIALOGO,-
DNBG,DIANA BIOENERGIA AVANHANDAVA S.A.,DIANABIOENER,-
DBEN,DIBENS LEASING S.A. - ARREND.MERCANTIL,DIBENS LSG,-
DIKK,DICKKER EMPREENDIMENTOS E PARTICIPACOES S.A.,DICCKER,-
DGTL,DIGITAL DC BRASIL LTDA,DIGITALDC,-
PNVL,DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS,DIMED,NM
DPGR,DIPAGRO LTDA.,DIPAGRO LTDA,-
DIRR,DIRECIONAL ENGENHARIA S.A.,DIRECIONAL,NM
DACM,DISTRIBUIDORA DE AGUA CAMACARI S.A.,CAMACARI,-
AGFO,DISTRIBUIDORA DE AGUAS TRIUNFO S.A,AGUASTRIUNFO,-
RBPL,DISTRIBUIDORA RIO BRANCO DE PETRÓLEO LTDA,RB PETROLEO,-
DVOM,DIVCOM SA,DIVCOM,-
DIXE,DIX EMPREENDIMENTOS LTDA,DIXEMP,-
DMPR,DM 03 PARTICIPAÇÕES S.A.,DMPARTICIP,-
DMFN,DM FINANCEIRA S.A. - CRÉDITO. FINANC E INVEST,DMFINANCEIRA,-
DMAD,DMA DISTRIBUIDORA S.A.,DMA DISTRIBU,-
DMCR,DMCARD CARTOES DE CREDITO SA,DMCARD,-
DMCA,DMCARD PARTICIPACOES S.A,DMCARD PART,-
DMCS,DMCARD SECURITIZADORA S.A.,DMCARD SEC,-
DBRV,DOBREVE ENERGIA S.A.,DOBREVE,-
DOBR,DOBREVE PARTICIPACOES S.A.,DOBREVEPART,-
DOHL,DOHLER S.A.,DOHLER,-
DOTZ,DOTZ S.A.,DOTZ SA,NM
DDQU,DOURADOQUARA ENERGIA SA,DOURADOQUARA,-
DRDE,DOURADOS ENERGIA S.A,DOURADOSENER,-
DOXB,DOX Brasil Industria e Comercio de Acos S.A.,DOXDOBRASILC,-
REDD,DR REDDYS FARMACEUTICA DO BRASIL LTDA,DRREDDYSFARM,-
DGSP,DROGARIA SAO PAULO S/A,DROGARIASP,-
DTCY,DTCOM - DIRECT TO COMPANY S.A.,DTCOM-DIRECT,-
DUTE,DUNAS TRANSMISSÃO DE ENERGIA S.A,DUNASTRANSMI,-
DYDC,DYN DC DATA CENTERS E PARTICIPACOES S/A,DYN DC DATA,-
EPIN,E&P INFRAESTRUTURA S.A,E&PINFRAEST,-
ESHD,E1 SUBHOLDING 2 S.A.,E1SUBHOLDING,-
ESB1,E1 SUBHOLDING S.A.,E1 SUBHOLDIN,-
EBNX,EBANX LTDA,EBANX,-
EBSE,EBES SISTEMAS DE ENERGIA S.A.,EBESSISTEMAS,-
EBTE,EBTE - EMPRESA BRASILEIRA DE TRANSMISSAO DE ENERGI,EBTEEMP,-
ECHP,ECHOENERGIA PARTICIPACOES S.A.,ECHOENERGIA,-
ECOA,ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.,ECO SEC AGRO,-
RMGG,ECO050 - CONCESSIONARIA DE RODOVIAS S.A.,ECO050RODO,-
CECO,ECO135 CONCESSIONARIA DE RODOVIAS S.A.,ECO135,-
ECGN,ECOGEN BRASIL SOLUCOES ENERGETICAS S.A.,ECOGEN,-
ECIR,ECONOMIA CIRCULAR PARTICIPAÇÕES S.A.,ECONOMIA CIR,-
ECPO,ECOPORTO SANTOS S/A,ECOPORTO S/A,-
ECRD,ECORIOMINAS CONCESSIONARIA DE RODOVIAS S.A.,ECORODOANEL,-
ERDV,ECORODOVIAS CONCESSÕES E SERVIÇOS S.A.,ECON,-
ECOR,ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.,ECORODOVIAS,NM
ECTE,ECTE - EMPRESA CATARINENSE DE TRANSMISSAO DE ENERG,ECTESA,-
EDFT,EDF OITI TRANSMISSORA S.A.,EDF OITI,-
EDFY,EDIFY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.,EDIFY,-
EDAT,EDITORA ATICA S.A.,ATICA,-
EDED,EDITORA E DISTRIBUIDORA EDUCACIONAL S/A,EDUCACIONAL,-
ESAN,EDITORA SANAR S.A.,ED.SANARS.A.,-
EDSC,EDITORA SCIPIONE S.A.,SCIPIONE,-
ENBR,EDP - ENERGIAS DO BRASIL S.A.,ENERGIAS BR,-
ESCE,EDP ESPIRITO SANTO DISTRIBUIÇÃO DE ENERGIA S.A.,ESCELSA,-
EDQP,EDP PEQUENAS CENTRAIS HIDROELETRICAS S. A.,EDPCENTRAIS,-
EDPR,EDP RENOVAVEIS BRASIL S/A,EDPRENOVAVEI,-
EBEN,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.,EBE,-
EDPC,EDP TRADING COMERCIALIZACAO E SERVICOS DE ENERGIA,EDP TRADING,-
EDPA,EDP TRANSMISSAO ALIANCA SC S.A.,EDPALIANCASC,-
HTTP,EDP TRANSMISSÃO GOIÁS S.A.,EDP GOIAS,-
EDPT,EDP TRANSMISSAO S.A.,EDPTRANSMISS,-
MGSP,EDP TRANSMISSAO SP-MG S/A,EDPMG,-
EDTE,EDTE - EMPRESA DIAMANTINA DE TRANSMISSAO DE ENERGI,DIAMANTINA,-
EDCM,EDUCAMAIS PARTICIPACOES SA,EDUCAMAIS,-
CONR,EIXO SP CONCESSIONARIA DE RODOVIAS S.A.,RODPIRA-PANO,-
EKTT,EKTT 9 SERVIÇOS DE TRANSMISSÃO DE ENERGIA ELÉTRICA,EKTT9,-
DMRJ,ELEA DIGITAL INFRAESTRUTURA E REDES DE TELECOMUNIC,ELEA DIGITAL,-
ELPW,ELECTRA POWER GERACAO DE ENERGIA S.A.,ELECTRA,-
EALT,ELECTRO ACO ALTONA S.A.,ACO ALTONA,-
ELJO,ELEJOR - CENTRAIS ELETRICAS DO RIO JORDAO S.A.,ELEJOR,-
EKTR,ELEKTRO REDES S.A.,ELEKTRO,-
ECSM,ELEMIDIA CONSULTORIA E SERVICOS DE MARKETING S.A,ELEMIDIA,-
EBRA,ELETRICIDADE DO BRASIL S/A - EBRASIL,EBRASIL,-
LIPR,ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR,ELETROPAR,-
ELMD,ELETROMIDIA S.A.,ELETROMIDIA,NM
ELPL,ELETROPAULO METROP. ELET. SAO PAULO S.A.,ELETROPAULO,-
ELRV,ELETRORIVER S.A.,ELETRORIVERS,-
ELZM,ELETROZEMA S.A.,ELETROZEMA,-
ELFA,ELFA MEDICAMENTOS SA,ELFAMED,-
EMAE,EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.,EMAE,-
EMMP,EMAM PARTICIPACOES LTDA,EMAM,-
EPAR,EMBPAR PARTICIPACOES S.A.,EMBPAR S/A,-
EMBR,EMBRAER S.A.,EMBRAER,NM
EMCC,EMCCAMP RESIDENCIAL S.A.,EMCCAMP,-
EMGP,EMERGÊNCIA PARTICIPAÇÕES S.A.,EMERGENCIA P,-
EMIV,EMIVE PARTICIPAÇÕES S.A.,EMIVE S.A,-
PGMN,EMPREENDIMENTOS PAGUE MENOS S.A.,PAGUE MENOS,NM
EATE,EMPRESA AMAZONENSE DE TRANSMISSAO DE ENERGIA S.A.,EATE,-
EBAS,EMPRESA BAIANA DE AGUAS E SANEAMENTO S/A,EMBASA,-
EBAG,EMPRESA BRASILEIRA DE AGREGADOS MINERAIS S/A,EBAM,-
ECOS,EMPRESA CONC RODOV DO SUL S.A. - ECOSUL,ECOSUL,-
CADR,EMPRESA DE ENERGIA CACHOEIRA CALDEIRAO S.A.,CALDEIRAO,-
ESAM,EMPRESA DE ENERGIA SAO MANOEL S.A.,SAOMANUEL,-
EMES,EMPRESA DE MINERAÇÃO ESPERANÇA S.A.,EMP MINESP,-
EOPM,EMPRESA DE ONIBUS PASSARO MARRON S/A,PASSARO MARR,-
ETEM,EMPRESA DE TRANSMISSAO DE ENERGIA DO MATO GROSSO S,ENERGIA MATO,-
ETVG,EMPRESA DE TRANSMISSAO DE VARZEA GRANDE S.A. - ETV,VARZEAGRANDE,-
ETAU,EMPRESA DE TRANSMISSAO DO ALTO URUGUAI S.A.,ALTOURUGUAI,-
ETES,EMPRESA DE TRANSMISSAO DO ESPIRITO SANTO S.A. - ET,ETES,-
ETAL,EMPRESA DE TRANSPORTES APOTEOSE LTDA,APOTEOSE,-
ELTE,EMPRESA LITORANEA DE TRANSMISSAO DE ENERGIA S.A.,LITORANEA,-
ENTE,EMPRESA NORTE DE TRANSMISSAO DE ENERGIA S.A,EMPRESANORTE,-
ETEP,EMPRESA PARAENSE DE TRANSMISSAO DE ENERGIA S/A,EMPRPARAENSE,-
EPSD,EMPRESA SUDESTE DE TRANSMISSÃO DE ENERGIA S.A.,SUDESTETRANS,-
EMSA,EMS S.A.,EMS,-
ENAT,ENAUTA PARTICIPAÇÕES S.A.,ENAUTA PART,-
ENBP,ENC ENERGY BRASIL PARTICIPAÇÕES S.A.,ENC ENERGY B,-
ENLS,ENEL BRASIL INVESTIMENTOS SUDESTE S.A.,ENELSUDESTE,-
ENEL,ENEL BRASIL S.A,ENELBRASIL,-
EGBJ,ENEL GREEN POWER BOM JESUS DA LAPA SOLAR S/A,ENELLAPA,-
EGCL,ENEL GREEN POWER CRISTALANDIA I EOLICA S/A,ENELCRISTEOL,-
EGII,ENEL GREEN POWER CRISTALANDIA II EOLICA S/A,ENELCRISTII,-
ENDE,ENEL GREEN POWER DAMASCENA EOLICA S.A.,ENELGREEN,-
EGME,ENEL GREEN POWER MANICOBA EOLICA SA,ENELEOLICA,-
EGNL,ENEL GREEN POWER NOVA LAPA S/A,ENELNOVALAPA,-
EGPN,ENEL GREEN POWER NOVA OLINDA B SOLAR S/A,ENELNOVAOLIN,-
EGCS,ENEL GREEN POWER NOVA OLINDA C SOLAR S/A,ENELCSOLAR,-
EGNS,ENEL GREEN POWER NOVA OLINDA NORTE SOLAR S/A,ENELOLINORTE,-
EGNO,ENEL GREEN POWER NOVA OLINDA SUL SOLAR S/A,ENELSULSOLAR,-
EGVG,ENEL GREEN POWER VOLTA GRANDE S.A,ENELVOLTA,-
ENGT,ENERGEST S.A.,ENERGEST,-
EGSP,ENERGETICA SAO PATRICIO S/A,SAOPATRICIO,-
ENVE,ENERGIA DOS VENTOS I S.A.,VENTOSI,-
ENTS,ENERGIA DOS VENTOS II S.A,VENTOSII,-
ERVT,ENERGIA DOS VENTOS III S.A,VENTOSIII,-
EGVE,ENERGIA DOS VENTOS IV S.A.,ENERGIAVENTO,-
ERVE,ENERGIA DOS VENTOS X S.A.,VENTOSX,-
CEAC,ENERGISA ACRE - DISTRIBUIDORA DE ENERGIA S.A,ENERGISAACRE,-
EAZT,ENERGISA AMAZONAS TRANSMISSORA DE ENERGIA S.A.,ENERGISA AM,-
ENER,ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.,ENERSUL,-
ENMT,ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A,ENERGISA MT,-
FLCL,ENERGISA MINAS RIO - DISTRIBUIDORA DE ENERGIA S/A,ENERGISAMRIO,-
CENF,ENERGISA NOVA FRIBURGO DISTRIBUIDORA DE ENERGIA SA,ENERGISA NF,-
SAEL,ENERGISA PARAÍBA DISTRIBUIDORA DE ENERGIA S.A.,ENERGISA PB,-
CERO,ENERGISA RONDONIA - DISTRIBUIDORA DE ENERGIA S/A,ELE RONDONIA,-
ENGI,ENERGISA S.A.,ENERGISA,N2
ENSE,ENERGISA SERGIPE - DIST. DE ENERGIA S.A.,ENERGIPE,-
ESSD,ENERGISA SUL-SUDESTE DISTRIBUIDORA DE ENERGIA S.A.,ENERG SUL SU,-
CTNS,ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA S/A,ENERTOCANTIN,-
ETEN,ENERGISA TRANSMISSAO DE ENERGIA S.A.,ENERGISATRAN,-
ENPX,ENERPEIXE S.A.,ENERPEIXE,-
ENEV,ENEVA S.A,ENEVA,NM
EGLT,ENGELHART CTP (BRASIL) S.A.,ENGELHART,-
EGIE,ENGIE BRASIL ENERGIA S.A.,ENGIE BRASIL,NM
EUBE,ENGIE SOLUÇÕES CIDADES INTELIGENTES INFRAEST UBERL,ENGIEUBERLAN,-
EGIT,ENGIE TRANSMISSAO DE ENERGIA PARTICIPACOES S/A,ENGIE TRANSM,-
ENJU,ENJOEI S.A.,ENJOEI,NM
ENOP,ENOPS ENGENHARIA S/A,ENOPSENGENHA,-
